                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                 1.2144,                0.83948,                 1.1918,                 0.9194,                0.86957,                0.92163,                0.52847,                 1.4767,                0.98047,                 1.3766,               0.002773,               0.002773,               0.002773
                    148,                 1.1329,                0.77008,                 1.0874,                 0.9194,                0.86957,                0.92163,                0.52847,                 1.4767,                0.98047,                 1.3766,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.2616,                0.82582,                 1.1301,                0.92186,                0.86957,                0.91842,                0.51834,                 1.5122,                 1.0123,                 1.3971,               0.002674,               0.002674,               0.002674
                    150,                 1.2009,                0.85557,                 1.0985,                0.92186,                0.86957,                0.91842,                0.51834,                 1.5122,                 1.0123,                 1.3971,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.1911,                0.90894,                 1.1148,                0.93738,                0.86781,                0.92572,                0.51282,                 1.4841,                 1.0259,                 1.3897,               0.002575,               0.002575,               0.002575
                    152,                 1.2311,                0.81806,                 1.1244,                0.93738,                0.86781,                0.92572,                0.51282,                 1.4841,                 1.0259,                 1.3897,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.1267,                0.76847,                 1.0513,                0.97122,                0.82609,                0.91942,                0.51133,                 1.4969,                 1.0107,                 1.3815,               0.002476,               0.002476,               0.002476
                    154,                 1.0971,                  1.035,                 1.0635,                0.97122,                0.82609,                0.91942,                0.51133,                 1.4969,                 1.0107,                 1.3815,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.0699,                0.78794,                 1.0349,                0.95949,                0.82609,                0.92933,                0.51736,                 1.4864,                 1.0139,                 1.3745,               0.002377,               0.002377,               0.002377
                    156,                 1.1081,                0.89448,                 1.1369,                0.95949,                0.82609,                0.92933,                0.51736,                 1.4864,                 1.0139,                 1.3745,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.1338,                 0.7979,                 1.0533,                0.92264,                0.86425,                0.93666,                0.52472,                 1.5192,                0.99263,                 1.3984,               0.002278,               0.002278,               0.002278
                    158,                 1.0786,                0.79129,                0.98717,                0.92264,                0.86425,                0.93666,                0.52472,                 1.5192,                0.99263,                 1.3984,              0.0022285,              0.0022285,              0.0022285
                    159,                  1.138,                0.80095,                 1.0947,                0.99737,                0.82609,                0.93729,                0.52511,                 1.5021,                0.99106,                  1.388,               0.002179,               0.002179,               0.002179
                    160,                 1.1498,                0.85683,                  1.093,                0.99737,                0.82609,                0.93729,                0.52511,                 1.5021,                0.99106,                  1.388,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.0561,                0.74176,                 1.0447,                0.96632,                 0.8318,                0.93925,                0.50998,                 1.5323,                0.98249,                 1.3977,                0.00208,                0.00208,                0.00208
                    162,                 1.1753,                0.77778,                 1.0608,                0.96632,                 0.8318,                0.93925,                0.50998,                 1.5323,                0.98249,                 1.3977,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.2622,                 0.8006,                 1.0552,                0.95302,                0.82609,                0.93749,                0.52747,                 1.4934,                0.97872,                 1.3719,               0.001981,               0.001981,               0.001981
                    164,                 1.0998,                0.80165,                 1.1059,                0.95302,                0.82609,                0.93749,                0.52747,                 1.4934,                0.97872,                 1.3719,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.1316,                0.76665,                 1.0318,                0.95074,                0.83922,                0.93323,                0.50733,                 1.5265,                 1.0023,                 1.3909,               0.001882,               0.001882,               0.001882
                    166,                 1.0824,                0.79393,                 1.0859,                0.95074,                0.83922,                0.93323,                0.50733,                 1.5265,                 1.0023,                 1.3909,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.0541,                 1.0608,                  1.106,                0.94845,                0.84058,                0.93245,                0.51947,                 1.5226,                0.99286,                 1.3853,               0.001783,               0.001783,               0.001783
                    168,                 1.1595,                 0.7612,                 1.0039,                0.94845,                0.84058,                0.93245,                0.51947,                 1.5226,                0.99286,                 1.3853,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.1985,                0.77702,                 1.0229,                0.93981,                0.84058,                0.93264,                0.51839,                 1.5082,                 1.0045,                 1.3786,               0.001684,               0.001684,               0.001684
                    170,                 1.0589,                0.73621,                 1.0554,                0.93981,                0.84058,                0.93264,                0.51839,                 1.5082,                 1.0045,                 1.3786,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.1262,                0.76475,                 1.0618,                0.94677,                0.84058,                0.92948,                 0.5237,                 1.5149,                0.99212,                 1.3754,               0.001585,               0.001585,               0.001585
                    172,                 1.1024,                0.78762,                 1.0138,                0.94677,                0.84058,                0.92948,                 0.5237,                 1.5149,                0.99212,                 1.3754,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.0915,                0.72785,                 1.0165,                0.93626,                0.85161,                0.92679,                0.52297,                 1.5354,                0.99585,                  1.377,               0.001486,               0.001486,               0.001486
                    174,                 1.1018,                0.75156,                 1.0742,                0.93626,                0.85161,                0.92679,                0.52297,                 1.5354,                0.99585,                  1.377,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.1536,                0.75645,                 1.0373,                 0.9327,                0.85507,                0.92909,                  0.518,                 1.5182,                0.98553,                 1.3715,               0.001387,               0.001387,               0.001387
                    176,                 1.0407,                0.74322,                 1.0494,                 0.9327,                0.85507,                0.92909,                  0.518,                 1.5182,                0.98553,                 1.3715,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.1092,                0.75239,                 1.0921,                0.98537,                0.82609,                0.93419,                0.51824,                 1.5263,                0.97655,                 1.3837,               0.001288,               0.001288,               0.001288
                    178,                 1.1075,                0.75162,                 1.0621,                0.98537,                0.82609,                0.93419,                0.51824,                 1.5263,                0.97655,                 1.3837,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.0809,                0.73362,                0.99236,                0.99064,                0.84058,                0.93522,                0.52809,                 1.5107,                0.97063,                 1.3801,               0.001189,               0.001189,               0.001189
                    180,                 1.1747,                0.78749,                 1.0709,                0.99064,                0.84058,                0.93522,                0.52809,                 1.5107,                0.97063,                 1.3801,              0.0011395,              0.0011395,              0.0011395
                    181,                  1.119,                0.81067,                 1.0878,                0.97972,                0.85507,                 0.9353,                  0.525,                 1.5123,                0.96365,                 1.3755,                0.00109,                0.00109,                0.00109
                    182,                 1.1126,                0.80269,                   1.09,                0.97972,                0.85507,                 0.9353,                  0.525,                 1.5123,                0.96365,                 1.3755,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.0661,                0.75812,                 1.0621,                0.93802,                0.87734,                0.93646,                0.52516,                 1.5067,                0.96822,                 1.3684,               0.000991,               0.000991,               0.000991
                    184,                 1.0861,                0.75062,                 1.0142,                0.93802,                0.87734,                0.93646,                0.52516,                 1.5067,                0.96822,                 1.3684,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.1794,                0.81976,                 1.0242,                0.94494,                0.86957,                0.93643,                0.52569,                 1.4942,                0.96755,                 1.3629,               0.000892,               0.000892,               0.000892
                    186,                 1.1011,                0.76252,                 1.0176,                0.94494,                0.86957,                0.93643,                0.52569,                 1.4942,                0.96755,                 1.3629,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.0497,                0.75715,                0.99394,                0.94287,                0.88406,                 0.9365,                0.52934,                 1.4895,                0.95856,                  1.357,               0.000793,               0.000793,               0.000793
                    188,                 1.0118,                0.73657,                 1.0191,                0.94287,                0.88406,                 0.9365,                0.52934,                 1.4895,                0.95856,                  1.357,              0.0007435,              0.0007435,              0.0007435
                    189,                0.94716,                   0.69,                0.97697,                0.93841,                0.85507,                0.92356,                0.53081,                 1.4861,                0.94838,                 1.3485,               0.000694,               0.000694,               0.000694
                    190,                0.93119,                0.75581,                0.98092,                0.93841,                0.85507,                0.92356,                0.53081,                 1.4861,                0.94838,                 1.3485,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.0329,                0.75542,                0.99008,                 0.9234,                 0.8736,                0.92472,                0.53752,                 1.4695,                0.94172,                 1.3477,               0.000595,               0.000595,               0.000595
                    192,                 1.1503,                 0.8359,                 1.0257,                 0.9234,                 0.8736,                0.92472,                0.53752,                 1.4695,                0.94172,                 1.3477,              0.0005455,              0.0005455,              0.0005455
                    193,                 1.1146,                0.79012,                 1.0149,                0.94886,                0.86957,                0.92545,                0.54537,                 1.4514,                0.93451,                 1.3436,               0.000496,               0.000496,               0.000496
                    194,                  1.098,                0.79451,                 1.0918,                0.94886,                0.86957,                0.92545,                0.54537,                 1.4514,                0.93451,                 1.3436,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.1185,                0.83972,                 1.1061,                 0.9514,                0.88406,                0.92808,                0.55366,                 1.4436,                0.92361,                 1.3459,               0.000397,               0.000397,               0.000397
                    196,                 1.0216,                0.75938,                 1.0893,                 0.9514,                0.88406,                0.92808,                0.55366,                 1.4436,                0.92361,                 1.3459,              0.0003475,              0.0003475,              0.0003475
                    197,                 0.8959,                0.73883,                0.98857,                0.95373,                0.89855,                0.93378,                0.54641,                 1.4416,                0.92341,                 1.3444,               0.000298,               0.000298,               0.000298
                    198,                 1.1218,                0.88144,                 1.1011,                0.95373,                0.89855,                0.93378,                0.54641,                 1.4416,                0.92341,                 1.3444,              0.0002485,              0.0002485,              0.0002485
                    199,                 1.0289,                0.72374,                 1.0232,                0.95093,                0.89855,                0.93526,                0.54425,                 1.4412,                0.91934,                 1.3497,               0.000199,               0.000199,               0.000199
